区域,租房链接,房源名称,房屋基本信息,房屋来源,发布时间,房屋特点,最低价(元/月),最高价(元/月)
罗湖区,https://sz.zu.ke.com/zufang/SZ2059357671773184000.html,鹏公馆 2室1厅 6500元,罗湖区-翠竹/47㎡/西南/2室1厅1卫/中楼层（29层）,链家,1个月前发布,近地铁,6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2059973361215750144.html,罗湖翠竹伴山四房  南北通透 双卫双阳台适宜居家,罗湖区-百仕达/153㎡/南/4室2厅2卫/中楼层（32层）,链家,1个月前发布,近地铁,14000,14000
罗湖区,https://sz.zu.ke.com/zufang/SZ2063540005892268032.html,东方凤雅台 2室1厅 4300元,罗湖区-莲塘/64㎡/南/2室1厅1卫/低楼层（9层）,链家,1个月前发布,,4300,4300
罗湖区,https://sz.zu.ke.com/zufang/SZ2067394418545541120.html,百仕达东郡 2室1厅 12000元,罗湖区-百仕达/79㎡/南/2室1厅1卫/中楼层（29层）,链家,25天前发布,近地铁,12000,12000
罗湖区,https://sz.zu.ke.com/zufang/SZ1987439252216225792.html,锦缘里嘉园 罗湖黄贝岭地铁口 看香港山 精装大三房,罗湖区-新秀/78㎡/东南/3室2厅1卫/中楼层（24层）,链家,4个月前发布,"近地铁,随时看房",9000,9000
罗湖区,https://sz.zu.ke.com/zufang/SZ2019464233476947968.html,锦上花家园 2室2厅 7600元,罗湖区-黄贝岭/61㎡/东/2室2厅1卫/低楼层（33层）,链家,3个月前发布,"近地铁,随时看房",7600,7600
罗湖区,https://sz.zu.ke.com/zufang/SZ2046897005909262336.html,梧桐山新居 2室1厅 3700元,罗湖区-莲塘/51㎡/南/2室1厅1卫/低楼层（8层）,链家,1个月前发布,随时看房,3700,3700
罗湖区,https://sz.zu.ke.com/zufang/SZ2046973494763462656.html,鹏兴花园二期 4室2厅 7500元,罗湖区-莲塘/123㎡/南/4室2厅2卫/中楼层（10层）,链家,1个月前发布,随时看房,7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2078130198464692224.html,中航凯特大单间，近红岭地铁站，家私电齐全拎包入住,罗湖区-地王/39㎡/东南/1室0厅1卫/中楼层（27层）,链家,10天前发布,"近地铁,随时看房",3300,3300
罗湖区,https://sz.zu.ke.com/zufang/SZ2080885447139270656.html,莲塘D小区 1室0厅 2100元,罗湖区-莲塘/31㎡/南/1室0厅1卫/高楼层（7层）,链家,6天前发布,"新上,随时看房",2100,2100
罗湖区,https://sz.zu.ke.com/zufang/SZ2074487409445445632.html,金丽豪苑 1室1厅 4500元,罗湖区-翠竹/54㎡/南/1室1厅1卫/低楼层（30层）,链家,15天前发布,"近地铁,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2065682243648757760.html,合租 · 翠竹苑 3室1厅,罗湖区-百仕达/7㎡/南/3室1厅1卫/未知（7层）,汉仕公寓,27天前发布,"在线签约,公寓,近地铁,精装,免中介费,押一付一",2300,2300
罗湖区,https://sz.zu.ke.com/zufang/SZ2065682243690700800.html,合租 · 翠竹苑 3室1厅,罗湖区-百仕达/6㎡/南/3室1厅1卫/未知（7层）,汉仕公寓,27天前发布,"在线签约,公寓,近地铁,精装,免中介费,押一付一",1800,1800
罗湖区,https://sz.zu.ke.com/zufang/SZ2065682245863620608.html,合租 · 翠竹苑 3室1厅,罗湖区-百仕达/7㎡/南/3室1厅1卫/未知（7层）,汉仕公寓,27天前发布,"在线签约,公寓,近地铁,精装,免中介费,押一付一",2300,2300
罗湖区,https://sz.zu.ke.com/zufang/SZ2084658071065600000.html,文康楼 1室0厅 2600元,罗湖区-百仕达/26㎡/南/1室0厅1卫/中楼层（10层）,链家,1天前发布,"近地铁,新上,随时看房",2600,2600
罗湖区,https://sz.zu.ke.com/zufang/SZ2033846212527915008.html,整租 · 深业东岭 2室2厅,罗湖区-黄贝岭/70㎡/西南/2室2厅1卫/未知（39层）,无忧智寓,2个月前发布,"在线签约,公寓,近地铁,精装,免中介费",7800,7800
罗湖区,https://sz.zu.ke.com/zufang/SZ2033852551572488192.html,整租 · 深业东岭 3室2厅,罗湖区-黄贝岭/87㎡/3室2厅2卫/未知（39层）,无忧智寓,2个月前发布,"在线签约,公寓,近地铁,精装,免中介费,双卫生间",9500,9500
罗湖区,https://sz.zu.ke.com/zufang/SZ2034471652175118336.html,整租 · 幸福万象 2室1厅 复式,罗湖区-罗湖口岸/49㎡/北/2室1厅1卫/未知（25层）,V家公寓,2个月前发布,"在线签约,公寓,近地铁,精装,免中介费",7900,7900
罗湖区,https://sz.zu.ke.com/zufang/SZ2040387985781817344.html,整租 · 武警六支队 2室2厅,罗湖区-地王/70㎡/南/2室2厅1卫/未知（7层）,百兴物业,2个月前发布,"公寓,近地铁,精装,免中介费",5300,5300
罗湖区,https://sz.zu.ke.com/zufang/SZ2035357930890731520.html,百仕达东郡 精装3房 业主诚心租,罗湖区-百仕达/138㎡/西北/3室2厅2卫/低楼层（32层）,链家,2个月前发布,近地铁,15000,15000
罗湖区,https://sz.zu.ke.com/zufang/SZ2035436922545119232.html,鹏公馆 1室2厅 4800元,罗湖区-翠竹/37㎡/西北/1室2厅1卫/中楼层（29层）,链家,2个月前发布,近地铁,4800,4800
罗湖区,https://sz.zu.ke.com/zufang/SZ2054283274053746688.html,华都园大厦 3室1厅 12000元,罗湖区-春风路/119㎡/南/3室1厅0卫/高楼层（29层）,链家,1个月前发布,近地铁,12000,12000
罗湖区,https://sz.zu.ke.com/zufang/SZ2046341954895085568.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/100㎡/南/3室2厅2卫/未知（35层）,平台优选房东,1个月前发布,"近地铁,精装,免中介费,双卫生间",14000,14000
罗湖区,https://sz.zu.ke.com/zufang/SZ2046342972701671424.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/100㎡/南/3室2厅2卫/未知（35层）,平台优选房东,1个月前发布,"近地铁,精装,免中介费,双卫生间",15500,15500
罗湖区,https://sz.zu.ke.com/zufang/SZ2048544811786436608.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/南/3室2厅2卫/未知（39层）,平台优选房东,1个月前发布,"近地铁,精装,免中介费,双卫生间",19000,19000
罗湖区,https://sz.zu.ke.com/zufang/SZ2071740159870631936.html,整租 · 梧桐山新居43平超大一房一厅 看整个梧桐山景,罗湖区-莲塘/43㎡/南/1室1厅1卫/高楼层（8层）,链家,19天前发布,"精装,随时看房",3200,3200
罗湖区,https://sz.zu.ke.com/zufang/SZ2081529820135047168.html,中航凯特公寓单间 拎包入住 红岭地铁站,罗湖区-地王/25㎡/北/1室0厅1卫/中楼层（27层）,链家,5天前发布,"近地铁,新上,随时看房",3100,3100
罗湖区,https://sz.zu.ke.com/zufang/SZ2078054801564254208.html,文华花园 业主出租一个房间 和业主合租,罗湖区-黄贝岭/78㎡/北/2室1厅1卫/中楼层（7层）,链家,10天前发布,近地铁,2600,2600
罗湖区,https://sz.zu.ke.com/zufang/SZ2054228963814801408.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/110㎡/东南/3室2厅2卫/未知（35层）,窝库,1个月前发布,"公寓,近地铁,精装,免中介费,双卫生间",15000,15000
罗湖区,https://sz.zu.ke.com/zufang/SZ2069425475318988800.html,罗湖晒布地铁 精装两房 格局大方 楼龄新 环境优越,罗湖区-东门/55㎡/东南/1室1厅1卫/高楼层（27层）,链家,22天前发布,近地铁,6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2076101558164267008.html,儿童公园旁边 聚龙大厦 两房一厅 精装修 整洁干净,罗湖区-螺岭/56㎡/东北/2室1厅1卫/中楼层（31层）,链家,13天前发布,"近地铁,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2076690860157698048.html,优质一房 价格便宜 家私家电齐全 交通方便 适宜居家,罗湖区-螺岭/33㎡/南/1室0厅1卫/高楼层（22层）,链家,12天前发布,"近地铁,随时看房",3200,3200
罗湖区,https://sz.zu.ke.com/zufang/SZ2075971142648070144.html,整租 · 京基一百单房 地铁物业 办公优选 领包入住,罗湖区-地王/31㎡/北/1室0厅1卫/低楼层（32层）,链家,13天前发布,"近地铁,精装",3800,3800
罗湖区,https://sz.zu.ke.com/zufang/SZ2063629760097165312.html,愉天小区 1室1厅 4000元,罗湖区-翠竹/44㎡/北/1室1厅1卫/中楼层（8层）,链家,1个月前发布,近地铁,4000,4000
罗湖区,https://sz.zu.ke.com/zufang/SZ2076081002291404800.html,大中华汇展阁大开间 有办公用具 面积大 随时可租,罗湖区-罗湖口岸/90㎡/南/1室0厅1卫/低楼层（36层）,链家,13天前发布,"近地铁,随时看房",6800,6800
罗湖区,https://sz.zu.ke.com/zufang/SZ2076118341277188096.html,罗湖口岸大中华汇展阁酒店式公寓,罗湖区-罗湖口岸/43㎡/东北/1室0厅1卫/高楼层（36层）,链家,13天前发布,"近地铁,随时看房",3400,3400
罗湖区,https://sz.zu.ke.com/zufang/SZ2075876888710496256.html,中航凯特公寓单间 近红岭地铁站 拎包入住,罗湖区-地王/36㎡/南/1室0厅1卫/低楼层（27层）,链家,13天前发布,近地铁,3000,3000
罗湖区,https://sz.zu.ke.com/zufang/SZ2075975932702621696.html,儿童公园旁边 聚龙大厦 两房一厅 精装修 整洁干净,罗湖区-螺岭/56㎡/东南/2室1厅1卫/中楼层（31层）,链家,13天前发布,近地铁,4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2076034015659294720.html,新秀一房 干净整洁 居家温馨 交通便利,罗湖区-新秀/39㎡/东南/1室1厅1卫/高楼层（11层）,链家,13天前发布,近地铁,3700,3700
罗湖区,https://sz.zu.ke.com/zufang/SZ2055569033927344128.html,置地逸轩 1室1厅 10000元,罗湖区-春风路/47㎡/南/1室1厅1卫/中楼层（33层）,链家,1个月前发布,近地铁,10000,10000
罗湖区,https://sz.zu.ke.com/zufang/SZ2055569039228403712.html,置地逸轩 1室1厅 9500元,罗湖区-春风路/43㎡/东/1室1厅1卫/中楼层（33层）,链家,1个月前发布,近地铁,9500,9500
罗湖区,https://sz.zu.ke.com/zufang/SZ2070156878049968128.html,京基东方都会精装两房一厅，卧室客厅都是面落地窗采光,罗湖区-新秀/61㎡/西北/2室1厅1卫/高楼层（32层）,链家,21天前发布,"近地铁,随时看房",5800,5800
罗湖区,https://sz.zu.ke.com/zufang/SZ2070820093226655744.html,洪湖合正精装一房 双地铁线 三大公园 干净整洁拎包住,罗湖区-洪湖/33㎡/东南/1室0厅1卫/高楼层（31层）,链家,20天前发布,"近地铁,随时看房",4200,4200
罗湖区,https://sz.zu.ke.com/zufang/SZ2072932255290376192.html,东门晒布地铁 精装单房 家私电齐全 拎包入住,罗湖区-螺岭/23㎡/东/1室0厅1卫/高楼层（29层）,链家,17天前发布,"近地铁,随时看房",2600,2600
罗湖区,https://sz.zu.ke.com/zufang/SZ2073866302170341376.html,近京基，采光好，简约干净，交通便利,罗湖区-地王/31㎡/南/1室1厅1卫/中楼层（8层）,链家,16天前发布,"近地铁,随时看房",3200,3200
罗湖区,https://sz.zu.ke.com/zufang/SZ2075344068463820800.html,南方证券南向经典户型，上班族优选房源,罗湖区-春风路/44㎡/东南/1室0厅1卫/高楼层（29层）,链家,14天前发布,"近地铁,随时看房",4300,4300
罗湖区,https://sz.zu.ke.com/zufang/SZ2064989485656965120.html,整租 · 翠榕花园 72平大两房  家私齐全 装修很好 居家必选,罗湖区-莲塘/71㎡/西南/2室1厅1卫/高楼层（7层）,链家,28天前发布,精装,4000,4000
罗湖区,https://sz.zu.ke.com/zufang/SZ2075779012655063040.html,鹏公馆 1室1厅 4700元,罗湖区-翠竹/41㎡/西/1室1厅1卫/低楼层（29层）,链家,13天前发布,近地铁,4700,4700
罗湖区,https://sz.zu.ke.com/zufang/SZ2075802387251478528.html,鹏公馆 2室2厅 6000元,罗湖区-翠竹/47㎡/北/2室2厅1卫/高楼层（29层）,链家,13天前发布,近地铁,6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2076133673799270400.html,中航凯特大单间，近红岭地铁站，家私电齐全拎包入住,罗湖区-地王/30㎡/南/1室0厅1卫/低楼层（27层）,链家,12天前发布,近地铁,3000,3000
罗湖区,https://sz.zu.ke.com/zufang/SZ2070249478593445888.html,海珑华苑 1室1厅 3500元,罗湖区-螺岭/45㎡/东南/1室1厅1卫/低楼层（27层）,链家,21天前发布,"近地铁,随时看房",3500,3500
罗湖区,https://sz.zu.ke.com/zufang/SZ2070897849558122496.html,海珑华苑 1室0厅 3500元,罗湖区-螺岭/41㎡/南/1室0厅1卫/中楼层（27层）,链家,20天前发布,"近地铁,随时看房",3500,3500
罗湖区,https://sz.zu.ke.com/zufang/SZ2070959181439451136.html,精装小两房，卧室朝南，出阳台拎包即可入住,罗湖区-春风路/54㎡/南/2室1厅1卫/高楼层（24层）,链家,20天前发布,"近地铁,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2071705332593737728.html,佳宁娜广场两房，地铁口物业，生活便利。,罗湖区-春风路/78㎡/南/2室1厅1卫/中楼层（31层）,链家,19天前发布,"近地铁,随时看房",6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2075083237860057088.html,旭飞华达园 1室1厅 3800元,罗湖区-百仕达/38㎡/东南/1室1厅1卫/低楼层（24层）,链家,14天前发布,"近地铁,随时看房",3800,3800
罗湖区,https://sz.zu.ke.com/zufang/SZ2075379633243045888.html,新天地名居 花园式小区  一房一厅 拎包入住,罗湖区-黄贝岭/39㎡/西南/1室1厅1卫/低楼层（31层）,链家,14天前发布,"近地铁,随时看房",3800,3800
罗湖区,https://sz.zu.ke.com/zufang/SZ2070227024144252928.html,精装2房出租，晒布地铁口100米，万科物业小区环境好,罗湖区-东门/52㎡/东/2室1厅1卫/低楼层（31层）,链家,21天前发布,近地铁,5600,5600
罗湖区,https://sz.zu.ke.com/zufang/SZ2070979235262513152.html,宝安南路 大两房 适合居家 小区带绿化,罗湖区-地王/83㎡/西南/2室1厅1卫/中楼层（22层）,链家,20天前发布,近地铁,6800,6800
罗湖区,https://sz.zu.ke.com/zufang/SZ2058371707059568640.html,整租 · 松园五巷 1室0厅,罗湖区-地王/15㎡/1室0厅1卫/未知（5层）,春丰公寓,1个月前发布,"在线签约,公寓,月租,近地铁,免中介费,押一付一,随时看房",3000,3000
罗湖区,https://sz.zu.ke.com/zufang/SZ2074559547313225728.html,京基东方华都，陪读家长优质房，通风采光一级棒,罗湖区-螺岭/40㎡/东南/1室1厅1卫/中楼层（32层）,链家,15天前发布,近地铁,4200,4200
罗湖区,https://sz.zu.ke.com/zufang/SZ2075377878564356096.html,罗湖东门168 小户型单房 家电齐全 交通便利,罗湖区-螺岭/27㎡/西/1室0厅1卫/高楼层（29层）,链家,14天前发布,近地铁,2850,2850
罗湖区,https://sz.zu.ke.com/zufang/SZ2076020485740830720.html,福德花园 1室1厅 3600元,罗湖区-螺岭/42㎡/东南/1室1厅1卫/中楼层（32层）,链家,13天前发布,近地铁,3600,3600
罗湖区,https://sz.zu.ke.com/zufang/SZ2064503112823218176.html,复式户型 2房1厅 通风采光好拎包入住,罗湖区-东门/44㎡/东北/2室1厅1卫/低楼层（31层）,链家,29天前发布,"近地铁,随时看房",6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2066615122826641408.html,东方都会优质两房 采光效果极好 视野开阔,罗湖区-新秀/60㎡/西南北/2室1厅1卫/中楼层（32层）,链家,26天前发布,"近地铁,随时看房",5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2078920933141118976.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/100㎡/南/3室2厅2卫/未知（39层）,窝库,9天前发布,"公寓,近地铁,精装,免中介费,双卫生间,随时看房",16000,16000
罗湖区,https://sz.zu.ke.com/zufang/SZ2070752946396086272.html,鹏公馆 1室0厅 4800元,罗湖区-翠竹/31㎡/南/1室0厅1卫/中楼层（29层）,链家,20天前发布,近地铁,4800,4800
罗湖区,https://sz.zu.ke.com/zufang/SZ2070752952016183296.html,鹏公馆 1室2厅 4600元,罗湖区-翠竹/36㎡/北/1室2厅1卫/高楼层（29层）,链家,20天前发布,近地铁,4600,4600
罗湖区,https://sz.zu.ke.com/zufang/SZ2071656192555352064.html,鹏公馆 1室0厅 3800元,罗湖区-翠竹/22㎡/南西/1室0厅1卫/中楼层（29层）,链家,19天前发布,近地铁,3800,3800
罗湖区,https://sz.zu.ke.com/zufang/SZ2073604396708798464.html,京基东方颐园小三房 采光通风好 家电齐全,罗湖区-螺岭/43㎡/西北/3室1厅1卫/高楼层（33层）,链家,16天前发布,近地铁,6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ2076012574545559552.html,洪湖地铁站 中装一房 户型方正 采光通风好,罗湖区-洪湖/21㎡/北/1室0厅1卫/高楼层（32层）,链家,13天前发布,近地铁,2500,2500
罗湖区,https://sz.zu.ke.com/zufang/SZ2065132330750066688.html,百仕达花园一期，揉合现代与古典主义建筑风格,罗湖区-百仕达/82㎡/南西南/2室1厅1卫/高楼层（29层）,链家,28天前发布,"近地铁,随时看房",10000,10000
罗湖区,https://sz.zu.ke.com/zufang/SZ2067246205188456448.html,金丽豪苑 1室1厅 4300元,罗湖区-翠竹/53㎡/北/1室1厅1卫/高楼层（30层）,链家,25天前发布,"近地铁,随时看房",4300,4300
罗湖区,https://sz.zu.ke.com/zufang/SZ2068634363314585600.html,海珑华苑 1室1厅 3200元,罗湖区-螺岭/52㎡/东南/1室1厅1卫/中楼层（27层）,链家,23天前发布,"近地铁,随时看房",3200,3200
罗湖区,https://sz.zu.ke.com/zufang/SZ2068760439277223936.html,文康楼 1室0厅 2000元,罗湖区-百仕达/23㎡/北/1室0厅1卫/中楼层（10层）,链家,23天前发布,"近地铁,随时看房",2000,2000
罗湖区,https://sz.zu.ke.com/zufang/SZ2068760499726073856.html,旭飞华达园 1室1厅 4200元,罗湖区-百仕达/40㎡/东南/1室1厅1卫/低楼层（21层）,链家,23天前发布,"近地铁,随时看房",4200,4200
罗湖区,https://sz.zu.ke.com/zufang/SZ2078194910200340480.html,整租 · 深业东岭 3室2厅,罗湖区-黄贝岭/86㎡/西/3室2厅1卫/未知（38层）,窝库,10天前发布,"公寓,近地铁,精装,免中介费,随时看房",11000,11000
罗湖区,https://sz.zu.ke.com/zufang/SZ2060081562505969664.html,近【红岭】【园岭】地铁站 单间 家电齐全,罗湖区-地王/25㎡/东/1室0厅1卫/中楼层（7层）,链家,1个月前发布,近地铁,2700,2700
罗湖区,https://sz.zu.ke.com/zufang/SZ2064373354043023360.html,京基东方华都，地铁三号线，温馨明亮，通风采光一级棒,罗湖区-螺岭/32㎡/南/1室0厅1卫/高楼层（32层）,链家,29天前发布,近地铁,3800,3800
罗湖区,https://sz.zu.ke.com/zufang/SZ2074341908234379264.html,红岗花园 1室0厅 2200元,罗湖区-清水河/39㎡/南北/1室0厅1卫/中楼层（8层）,链家,15天前发布,,2200,2200
罗湖区,https://sz.zu.ke.com/zufang/SZ2075130554273513472.html,鹏公馆 1室1厅 5500元,罗湖区-翠竹/41㎡/北/1室1厅1卫/中楼层（29层）,链家,14天前发布,近地铁,5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2075445194240557056.html,金鼎大厦 1室1厅 5000元,罗湖区-春风路/43㎡/北/1室1厅1卫/中楼层（28层）,链家,13天前发布,近地铁,5000,5000
罗湖区,https://sz.zu.ke.com/zufang/SZ2031551240600551424.html,万事达2房 坐看翠竹山 采光通透,罗湖区-百仕达/72㎡/东南/2室1厅1卫/低楼层（31层）,链家,2个月前发布,"近地铁,随时看房",6500,6500
罗湖区,https://sz.zu.ke.com/zufang/SZ2035914174587994112.html,鸿翔花园精装修带阳台两房，采光好居家舒适，拎包入住,罗湖区-地王/55㎡/西南/2室1厅1卫/高楼层（28层）,链家,2个月前发布,"近地铁,随时看房",8000,8000
罗湖区,https://sz.zu.ke.com/zufang/SZ2040537082308329472.html,新港鸿，大两房，可自住，近地铁，近水贝珠宝城,罗湖区-百仕达/81㎡/北/2室2厅1卫/中楼层（24层）,链家,2个月前发布,"近地铁,随时看房",6800,6800
罗湖区,https://sz.zu.ke.com/zufang/SZ2043881933624320000.html,长虹大厦超大一房出租，采光通风良好，适合办公,罗湖区-地王/71㎡/南/1室1厅1卫/低楼层（22层）,链家,1个月前发布,"近地铁,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2051131242300588032.html,国际大厦  一房一厅  4200一个月,罗湖区-春风路/36㎡/东南/1室1厅1卫/中楼层（19层）,链家,1个月前发布,"近地铁,随时看房",4200,4200
罗湖区,https://sz.zu.ke.com/zufang/SZ2051360923738193920.html,幸福里两房 家私家电齐全 带空中花园 居家超爽享受,罗湖区-万象城/96㎡/北/2室1厅2卫/中楼层（48层）,链家,1个月前发布,"近地铁,随时看房",19000,19000
罗湖区,https://sz.zu.ke.com/zufang/SZ2051466193151467520.html,一品东门雅园1室1厅 有阳台 可随时拎包入住 交通便利,罗湖区-螺岭/30㎡/东南/1室1厅1卫/中楼层（29层）,链家,1个月前发布,"近地铁,随时看房",3500,3500
罗湖区,https://sz.zu.ke.com/zufang/SZ2054936360422211584.html,配套齐全，价格实惠，二房改成一房,罗湖区-百仕达/54㎡/东北/1室1厅1卫/高楼层（6层）,链家,1个月前发布,"近地铁,随时看房",3300,3300
罗湖区,https://sz.zu.ke.com/zufang/SZ2054937196683083776.html,安业花园 优质 三房  可做宿舍,罗湖区-新秀/50㎡/东南南/2室1厅1卫/高楼层（7层）,链家,1个月前发布,"近地铁,随时看房",3600,3600
罗湖区,https://sz.zu.ke.com/zufang/SZ2080876107850596352.html,整租 · 和平广场 3室2厅,罗湖区-地王/98㎡/东南/3室2厅2卫/未知（34层）,国邦,6天前发布,"公寓,近地铁,精装,免中介费,双卫生间,新上",10500,10500
罗湖区,https://sz.zu.ke.com/zufang/SZ2065188979707215872.html,旭飞华达园 2室2厅 4900元,罗湖区-百仕达/48㎡/西北/2室2厅1卫/中楼层（24层）,链家,28天前发布,近地铁,4900,4900
罗湖区,https://sz.zu.ke.com/zufang/SZ2066595928315805696.html,精装修 采光通风好 简约大方 家私家电齐全,罗湖区-螺岭/42㎡/东南/1室1厅1卫/高楼层（24层）,链家,26天前发布,近地铁,3800,3800
罗湖区,https://sz.zu.ke.com/zufang/SZ2022866402817884160.html,联城美园 1室1厅 4200元,罗湖区-春风路/36㎡/东北/1室1厅1卫/中楼层（35层）,链家,2个月前发布,"近地铁,随时看房",4200,4200
罗湖区,https://sz.zu.ke.com/zufang/SZ2030460573560881152.html,佳宁娜广场 1室0厅 19000元,罗湖区-春风路/159㎡/东北/1室0厅1卫/高楼层（31层）,链家,2个月前发布,"近地铁,随时看房",19000,19000
罗湖区,https://sz.zu.ke.com/zufang/SZ2032610270282784768.html,凤凰印象 1室0厅 4000元,罗湖区-螺岭/30㎡/南/1室0厅1卫/高楼层（31层）,链家,2个月前发布,"近地铁,随时看房",4000,4000
罗湖区,https://sz.zu.ke.com/zufang/SZ2050691590187925504.html,鹏公馆 1室0厅 4800元,罗湖区-翠竹/40㎡/东南/1室0厅1卫/低楼层（29层）,链家,1个月前发布,"近地铁,随时看房",4800,4800
罗湖区,https://sz.zu.ke.com/zufang/SZ2051843697473232896.html,名仕阁两房一厅，户型方正，卧室出阳台，家私电齐全,罗湖区-地王/54㎡/北/2室1厅1卫/高楼层（33层）,链家,1个月前发布,"近地铁,随时看房",4800,4800
罗湖区,https://sz.zu.ke.com/zufang/SZ2052042587879522304.html,鹏公馆 1室1厅 3800元,罗湖区-翠竹/22㎡/南/1室1厅1卫/低楼层（29层）,链家,1个月前发布,"近地铁,随时看房",3800,3800
罗湖区,https://sz.zu.ke.com/zufang/SZ2054221051545788416.html,愉天小区 2室1厅 3500元,罗湖区-翠竹/38㎡/南/2室1厅1卫/中楼层（7层）,链家,1个月前发布,"近地铁,随时看房",3500,3500
罗湖区,https://sz.zu.ke.com/zufang/SZ2056385998253719552.html,鹏公馆 1室2厅 4600元,罗湖区-翠竹/38㎡/北/1室2厅1卫/中楼层（29层）,链家,1个月前发布,"近地铁,随时看房",4600,4600
罗湖区,https://sz.zu.ke.com/zufang/SZ2058391687759405056.html,鹏公馆 1室0厅 4500元,罗湖区-翠竹/36㎡/南/1室0厅1卫/低楼层（29层）,链家,1个月前发布,"近地铁,随时看房",4500,4500
罗湖区,https://sz.zu.ke.com/zufang/SZ2049217513815801856.html,东门 近地铁三号线 南北向 采光通透 拎包入住,罗湖区-螺岭/40㎡/南/1室1厅1卫/低楼层（23层）,链家,1个月前发布,近地铁,4100,4100
罗湖区,https://sz.zu.ke.com/zufang/SZ2052877562312392704.html,近大剧院地铁口 ONE39 一房 精装 干净,罗湖区-地王/47㎡/东南/1室0厅1卫/高楼层（37层）,链家,1个月前发布,近地铁,5500,5500
罗湖区,https://sz.zu.ke.com/zufang/SZ2055077059768107008.html,万象城旁城市天地广场 一房一厅 精装修 拎包入住,罗湖区-万象城/57㎡/北/1室1厅1卫/中楼层（39层）,链家,1个月前发布,近地铁,6000,6000
罗湖区,https://sz.zu.ke.com/zufang/SZ1998964689706688512.html,御景兰庭 2室1厅 6200元,罗湖区-莲塘/74㎡/北/2室1厅1卫/低楼层（20层）,链家,3个月前发布,,6200,6200
罗湖区,https://sz.zu.ke.com/zufang/SZ2055548331992039424.html,外贸经济开发大厦 2室1厅 4800元,罗湖区-黄贝岭/69㎡/南/2室1厅1卫/高楼层（8层）,链家,1个月前发布,,4800,4800
罗湖区,https://sz.zu.ke.com/zufang/SZ2059251143238238208.html,靖轩豪苑 2室1厅 7000元,罗湖区-黄贝岭/69㎡/西南/2室1厅1卫/低楼层（32层）,链家,1个月前发布,,7000,7000
罗湖区,https://sz.zu.ke.com/zufang/SZ2062243831025778688.html,阳光天地家园 1室1厅 5200元,罗湖区-翠竹/27㎡/南/1室1厅1卫/中楼层（31层）,链家,1个月前发布,近地铁,5200,5200
罗湖区,https://sz.zu.ke.com/zufang/SZ2048202661597020160.html,鹏公馆 1室0厅 5000元,罗湖区-翠竹/36㎡/北/1室0厅1卫/低楼层（29层）,链家,1个月前发布,近地铁,5000,5000
罗湖区,https://sz.zu.ke.com/zufang/SZ2056207523999907840.html,雅仕居 1室0厅 3200元,罗湖区-清水河/23㎡/南北/1室0厅1卫/低楼层（10层）,链家,1个月前发布,,3200,3200
罗湖区,https://sz.zu.ke.com/zufang/SZ2084601281514840064.html,世金汉宫经典精装修两房 业主诚心出租 拎包入住,罗湖区-万象城/50㎡/北/2室1厅2卫/低楼层（23层）,链家,1天前发布,"近地铁,新上,随时看房",7500,7500
罗湖区,https://sz.zu.ke.com/zufang/SZ2081600860814573568.html,单间整租 适合上班年轻人 商圈 上班方便,罗湖区-螺岭/25㎡/南/1室0厅1卫/中楼层（22层）,链家,5天前发布,"近地铁,新上,随时看房",2800,2800
罗湖区,https://sz.zu.ke.com/zufang/SZ2085398946507145216.html,中航凯特公寓单间 拎包入住 红岭地铁站,罗湖区-地王/32㎡/南/1室0厅1卫/低楼层（27层）,链家,今天发布,"近地铁,新上,随时看房",3300,3300
罗湖区,https://sz.zu.ke.com/zufang/SZ2067058715462475776.html,整租 · 中海天钻 3室2厅,罗湖区-万象城/120㎡/南/3室2厅2卫/未知（39层）,平台优选房东,25天前发布,"近地铁,精装,免中介费,双卫生间",15500,15500
罗湖区,https://sz.zu.ke.com/zufang/SZ2073767762853109760.html,整租 · 东门商圈 小户型单房公寓 家电齐全 交通便利,罗湖区-螺岭/24㎡/南/1室0厅1卫/中楼层（29层）,链家,16天前发布,"近地铁,精装",2600,2600
